Family	User	Evo	Index	Trade	Rarity
226	mantine	TRUE	F	*	2-3*
227	skarmory	FALSE	A	*	5*
227	skarmory	FALSE	B	*	4*
227	skarmory	FALSE	C	*	1-2*
227	skarmory	FALSE	D	*	1-2*
227	skarmory	FALSE	E	*	2-3*
227	skarmory	FALSE	F	*	2-3*
228	houndoom	TRUE	A	*	5*
228	houndoom	TRUE	B	*	4*
228	houndour	TRUE	C	*	1-2*
228	houndour	TRUE	D	*	1-2*
228	houndour	TRUE	E	*	2-3*
228	houndoom	TRUE	F	*	2-3*
231	donphan	TRUE	A	*	5*
231	donphan	TRUE	B	*	4*
231	phanpy	TRUE	C	*	1-2*
231	phanpy	TRUE	D	*	1-2*
231	phanpy	TRUE	E	*	2-3*
231	donphan	TRUE	F	*	2-3*
234	stantler	FALSE	A	*	5*
234	stantler	FALSE	B	*	4*
234	stantler	FALSE	C	*	1-2*
234	stantler	FALSE	D	*	1-2*
234	stantler	FALSE	E	*	2-3*
234	stantler	FALSE	F	*	2-3*
235	smeargle	FALSE	A	*	5*
235	smeargle	FALSE	B	*	4*
235	smeargle	FALSE	C	*	1-2*
235	smeargle	FALSE	D	*	1-2*
235	smeargle	FALSE	E	*	2-3*
235	smeargle	FALSE	F	*	2-3*
241	miltank	FALSE	A	*	5*
241	miltank	FALSE	B	*	4*
241	miltank	FALSE	C	*	1-2*
241	miltank	FALSE	D	*	1-2*
241	miltank	FALSE	E	*	2-3*
241	miltank	FALSE	F	*	2-3*
243	raikou	FALSE	A	*	5*
243	raikou	FALSE	B	*	4*
243	raikou	FALSE	C	*	1-2*
243	raikou	FALSE	D	*	1-2*
243	raikou	FALSE	E	*	2-3*
243	raikou	FALSE	F	*	2-3*
244	entei	FALSE	A	*	5*
244	entei	FALSE	B	*	4*
244	entei	FALSE	C	*	1-2*
244	entei	FALSE	D	*	1-2*
244	entei	FALSE	E	*	2-3*
244	entei	FALSE	F	*	2-3*
245	suicune	FALSE	A	*	5*
245	suicune	FALSE	B	*	4*
245	suicune	FALSE	C	*	1-2*
245	suicune	FALSE	D	*	1-2*
245	suicune	FALSE	E	*	2-3*
245	suicune	FALSE	F	*	2-3*
246	tyranitar	TRUE	A	*	5*
246	pupitar	TRUE	B	*	4*
246	larvitar	TRUE	C	*	1-2*
246	larvitar	TRUE	D	*	1-2*
246	larvitar	TRUE	E	*	2-3*
246	pupitar	TRUE	F	*	2-3*
249	lugia	FALSE	A	*	5*
249	lugia	FALSE	B	*	4*
249	lugia	FALSE	C	*	1-2*
249	lugia	FALSE	D	*	1-2*
249	lugia	FALSE	E	*	2-3*
249	lugia	FALSE	F	*	2-3*
250	ho_oh	FALSE	A	*	5*
250	ho_oh	FALSE	B	*	4*
250	ho_oh	FALSE	C	*	1-2*
250	ho_oh	FALSE	D	*	1-2*
250	ho_oh	FALSE	E	*	2-3*
250	ho_oh	FALSE	F	*	2-3*
251	celebi	FALSE	A	*	5*
251	celebi	FALSE	B	*	4*
251	celebi	FALSE	C	*	1-2*
251	celebi	FALSE	D	*	1-2*
251	celebi	FALSE	E	*	2-3*
251	celebi	FALSE	F	*	2-3*
252	sceptile	TRUE	A	*	5*
252	grovyle	TRUE	B	*	4*
252	treecko	TRUE	C	*	1-2*
252	treecko	TRUE	D	*	1-2*
252	treecko	TRUE	E	*	2-3*
252	grovyle	TRUE	F	*	2-3*
255	blaziken	TRUE	A	*	5*
255	combusken	TRUE	B	*	4*
255	torchic	TRUE	C	*	1-2*
255	torchic	TRUE	D	*	1-2*
255	torchic	TRUE	E	*	2-3*
255	combusken	TRUE	F	*	2-3*
258	swampert	TRUE	A	*	5*
258	marshtomp	TRUE	B	*	4*
258	mudkip	TRUE	C	*	1-2*
258	mudkip	TRUE	D	*	1-2*
258	mudkip	TRUE	E	*	2-3*
258	marshtomp	TRUE	F	*	2-3*
261	mightyena	TRUE	A	*	5*
261	mightyena	TRUE	B	*	4*
261	poochyena	TRUE	C	*	1-2*
261	poochyena	TRUE	D	*	1-2*
261	poochyena	TRUE	E	*	2-3*
261	mightyena	TRUE	F	*	2-3*
263	obstagoon	TRUE	A	*	5*
263	linoone	TRUE	B	*	4*
263	zigzagoon	TRUE	C	*	1-2*
263	zigzagoon	TRUE	D	*	1-2*
263	zigzagoon	TRUE	E	*	2-3*
263	linoone	TRUE	F	*	2-3*
265	dustox	FALSE	A	@	5*
265	cascoon	FALSE	B	@	5*
265	beautifly	FALSE	C	@	1-2*
265	silcoon	FALSE	D	@	1-2*
265	wurmple	FALSE	E	@	3-4*
265	wurmple	FALSE	F	@	3-4*
270	ludicolo	TRUE	A	*	5*
270	lombre	TRUE	B	*	4*
270	lotad	TRUE	C	*	1-2*
270	lotad	TRUE	D	*	1-2*
270	lotad	TRUE	E	*	2-3*
270	lombre	TRUE	F	*	2-3*
273	shiftry	TRUE	A	*	5*
273	nuzleaf	TRUE	B	*	4*
273	seedot	TRUE	C	*	1-2*
273	seedot	TRUE	D	*	1-2*
273	seedot	TRUE	E	*	2-3*
273	nuzleaf	TRUE	F	*	2-3*
276	swellow	TRUE	A	*	5*
276	swellow	TRUE	B	*	4*
276	taillow	TRUE	C	*	1-2*
276	taillow	TRUE	D	*	1-2*
276	taillow	TRUE	E	*	2-3*
276	swellow	TRUE	F	*	2-3*
278	pelipper	TRUE	A	*	5*
278	pelipper	TRUE	B	*	4*
278	wingull	TRUE	C	*	1-2*
278	wingull	TRUE	D	*	1-2*
278	wingull	TRUE	E	*	2-3*
278	pelipper	TRUE	F	*	2-3*
280	gallade	FALSE	A	@	5*
280	gardevoir	FALSE	B	@	5*
280	kirlia	FALSE	C	@	1-2*
280	ralts	FALSE	D	@	1-2*
280	ralts	FALSE	E	@	3-4*
280	ralts	FALSE	F	@	3-4*
283	masquerain	TRUE	A	*	5*
283	masquerain	TRUE	B	*	4*
283	surskit	TRUE	C	*	1-2*
283	surskit	TRUE	D	*	1-2*
283	surskit	TRUE	E	*	2-3*
283	masquerain	TRUE	F	*	2-3*
285	breloom	TRUE	A	*	5*
285	breloom	TRUE	B	*	4*
285	shroomish	TRUE	C	*	1-2*
285	shroomish	TRUE	D	*	1-2*
285	shroomish	TRUE	E	*	2-3*
285	breloom	TRUE	F	*	2-3*
287	slaking	TRUE	A	*	5*
287	vigoroth	TRUE	B	*	4*
287	slakoth	TRUE	C	*	1-2*
287	slakoth	TRUE	D	*	1-2*
287	slakoth	TRUE	E	*	2-3*
287	vigoroth	TRUE	F	*	2-3*
290	ninjask	TRUE	A	*	5*
290	ninjask	TRUE	B	*	4*
290	nincada	TRUE	C	*	1-2*
290	nincada	TRUE	D	*	1-2*
290	nincada	TRUE	E	*	2-3*
290	ninjask	TRUE	F	*	2-3*
290	ninjask	TRUE	A	*	5*
290	ninjask	TRUE	B	*	4*
290	nincada	TRUE	C	*	1-2*
290	nincada	TRUE	D	*	1-2*
290	nincada	TRUE	E	*	2-3*
290	ninjask	TRUE	F	*	2-3*
293	exploud	TRUE	A	*	5*
293	loudred	TRUE	B	*	4*
293	whismur	TRUE	C	*	1-2*
293	whismur	TRUE	D	*	1-2*
293	whismur	TRUE	E	*	2-3*
293	loudred	TRUE	F	*	2-3*
296	hariyama	TRUE	A	*	5*
296	hariyama	TRUE	B	*	4*
296	makuhita	TRUE	C	*	1-2*
296	makuhita	TRUE	D	*	1-2*
296	makuhita	TRUE	E	*	2-3*
296	hariyama	TRUE	F	*	2-3*
299	probopass	TRUE	A	*	5*
299	probopass	TRUE	B	*	4*
299	nosepass	TRUE	C	*	1-2*
299	nosepass	TRUE	D	*	1-2*
299	nosepass	TRUE	E	*	2-3*
299	probopass	TRUE	F	*	2-3*
300	delcatty	TRUE	A	*	5*
300	delcatty	TRUE	B	*	4*
300	skitty	TRUE	C	*	1-2*
300	skitty	TRUE	D	*	1-2*
300	skitty	TRUE	E	*	2-3*
300	delcatty	TRUE	F	*	2-3*
302	sableye	FALSE	A	*	5*
302	sableye	FALSE	B	*	4*
302	sableye	FALSE	C	*	1-2*
302	sableye	FALSE	D	*	1-2*
302	sableye	FALSE	E	*	2-3*
302	sableye	FALSE	F	*	2-3*
303	mawile	FALSE	A	*	5*
303	mawile	FALSE	B	*	4*
303	mawile	FALSE	C	*	1-2*
303	mawile	FALSE	D	*	1-2*
303	mawile	FALSE	E	*	2-3*
303	mawile	FALSE	F	*	2-3*
304	aggron	TRUE	A	*	5*
304	lairon	TRUE	B	*	4*
304	aron	TRUE	C	*	1-2*
304	aron	TRUE	D	*	1-2*
304	aron	TRUE	E	*	2-3*
304	lairon	TRUE	F	*	2-3*
307	medicham	TRUE	A	*	5*
307	medicham	TRUE	B	*	4*
307	meditite	TRUE	C	*	1-2*
307	meditite	TRUE	D	*	1-2*
307	meditite	TRUE	E	*	2-3*
307	medicham	TRUE	F	*	2-3*
309	manectric	TRUE	A	*	5*
309	manectric	TRUE	B	*	4*
309	electrike	TRUE	C	*	1-2*
309	electrike	TRUE	D	*	1-2*
309	electrike	TRUE	E	*	2-3*
309	manectric	TRUE	F	*	2-3*
311	plusle	FALSE	A	*	5*
311	plusle	FALSE	B	*	4*
311	plusle	FALSE	C	*	1-2*
311	plusle	FALSE	D	*	1-2*
311	plusle	FALSE	E	*	2-3*
311	plusle	FALSE	F	*	2-3*
312	minun	FALSE	A	*	5*
312	minun	FALSE	B	*	4*
312	minun	FALSE	C	*	1-2*
312	minun	FALSE	D	*	1-2*
312	minun	FALSE	E	*	2-3*
312	minun	FALSE	F	*	2-3*
313	volbeat	FALSE	A	*	5*
313	volbeat	FALSE	B	*	4*
313	volbeat	FALSE	C	*	1-2*
313	volbeat	FALSE	D	*	1-2*
313	volbeat	FALSE	E	*	2-3*
313	volbeat	FALSE	F	*	2-3*
314	illumise	FALSE	A	*	5*
314	illumise	FALSE	B	*	4*
314	illumise	FALSE	C	*	1-2*
314	illumise	FALSE	D	*	1-2*
314	illumise	FALSE	E	*	2-3*
314	illumise	FALSE	F	*	2-3*
315	roserade	TRUE	A	*	5*
315	roselia	TRUE	B	*	4*
315	budew	TRUE	C	*	1-2*
315	budew	TRUE	D	*	1-2*
315	budew	TRUE	E	*	2-3*
315	roselia	TRUE	F	*	2-3*
316	swalot	TRUE	A	*	5*
316	swalot	TRUE	B	*	4*
316	gulpin	TRUE	C	*	1-2*
316	gulpin	TRUE	D	*	1-2*
316	gulpin	TRUE	E	*	2-3*
316	swalot	TRUE	F	*	2-3*
318	sharpedo	TRUE	A	*	5*
318	sharpedo	TRUE	B	*	4*
318	carvanha	TRUE	C	*	1-2*
318	carvanha	TRUE	D	*	1-2*
318	carvanha	TRUE	E	*	2-3*
318	sharpedo	TRUE	F	*	2-3*
320	wailord	TRUE	A	*	5*
320	wailord	TRUE	B	*	4*
320	wailmer	TRUE	C	*	1-2*
320	wailmer	TRUE	D	*	1-2*
320	wailmer	TRUE	E	*	2-3*
320	wailord	TRUE	F	*	2-3*
322	camerupt	TRUE	A	*	5*
322	camerupt	TRUE	B	*	4*
322	numel	TRUE	C	*	1-2*
322	numel	TRUE	D	*	1-2*
322	numel	TRUE	E	*	2-3*
322	camerupt	TRUE	F	*	2-3*
324	torkoal	FALSE	A	*	5*
324	torkoal	FALSE	B	*	4*
324	torkoal	FALSE	C	*	1-2*
324	torkoal	FALSE	D	*	1-2*
324	torkoal	FALSE	E	*	2-3*
324	torkoal	FALSE	F	*	2-3*
325	grumpig	TRUE	A	*	5*
325	grumpig	TRUE	B	*	4*
325	spoink	TRUE	C	*	1-2*
325	spoink	TRUE	D	*	1-2*
325	spoink	TRUE	E	*	2-3*
325	grumpig	TRUE	F	*	2-3*
327	spinda	FALSE	A	*	5*
327	spinda	FALSE	B	*	4*
327	spinda	FALSE	C	*	1-2*
327	spinda	FALSE	D	*	1-2*
327	spinda	FALSE	E	*	2-3*
327	spinda	FALSE	F	*	2-3*
328	flygon	TRUE	A	*	5*
328	vibrava	TRUE	B	*	4*
328	trapinch	TRUE	C	*	1-2*
328	trapinch	TRUE	D	*	1-2*
328	trapinch	TRUE	E	*	2-3*
328	vibrava	TRUE	F	*	2-3*
331	cacturne	TRUE	A	*	5*
331	cacturne	TRUE	B	*	4*
331	cacnea	TRUE	C	*	1-2*
331	cacnea	TRUE	D	*	1-2*
331	cacnea	TRUE	E	*	2-3*
331	cacturne	TRUE	F	*	2-3*
333	altaria	TRUE	A	*	5*
333	altaria	TRUE	B	*	4*
333	swablu	TRUE	C	*	1-2*
333	swablu	TRUE	D	*	1-2*
333	swablu	TRUE	E	*	2-3*
333	altaria	TRUE	F	*	2-3*
335	zangoose	FALSE	A	*	5*
335	zangoose	FALSE	B	*	4*
335	zangoose	FALSE	C	*	1-2*
335	zangoose	FALSE	D	*	1-2*
335	zangoose	FALSE	E	*	2-3*
335	zangoose	FALSE	F	*	2-3*
336	seviper	FALSE	A	*	5*
336	seviper	FALSE	B	*	4*
336	seviper	FALSE	C	*	1-2*
336	seviper	FALSE	D	*	1-2*
336	seviper	FALSE	E	*	2-3*
336	seviper	FALSE	F	*	2-3*
337	lunatone	FALSE	A	*	5*
337	lunatone	FALSE	B	*	4*
337	lunatone	FALSE	C	*	1-2*
337	lunatone	FALSE	D	*	1-2*
337	lunatone	FALSE	E	*	2-3*
337	lunatone	FALSE	F	*	2-3*
338	solrock	FALSE	A	*	5*
338	solrock	FALSE	B	*	4*
338	solrock	FALSE	C	*	1-2*
338	solrock	FALSE	D	*	1-2*
338	solrock	FALSE	E	*	2-3*
338	solrock	FALSE	F	*	2-3*
339	whiscash	TRUE	A	*	5*
339	whiscash	TRUE	B	*	4*
339	barboach	TRUE	C	*	1-2*
339	barboach	TRUE	D	*	1-2*
339	barboach	TRUE	E	*	2-3*
339	whiscash	TRUE	F	*	2-3*
341	crawdaunt	TRUE	A	*	5*
341	crawdaunt	TRUE	B	*	4*
341	corphish	TRUE	C	*	1-2*
341	corphish	TRUE	D	*	1-2*
341	corphish	TRUE	E	*	2-3*
341	crawdaunt	TRUE	F	*	2-3*
343	claydol	TRUE	A	*	5*
343	claydol	TRUE	B	*	4*
343	baltoy	TRUE	C	*	1-2*
343	baltoy	TRUE	D	*	1-2*
343	baltoy	TRUE	E	*	2-3*
343	claydol	TRUE	F	*	2-3*
345	cradily	TRUE	A	*	5*
345	cradily	TRUE	B	*	4*
345	lileep	TRUE	C	*	1-2*
345	lileep	TRUE	D	*	1-2*
345	lileep	TRUE	E	*	2-3*
345	cradily	TRUE	F	*	2-3*
347	armaldo	TRUE	A	*	5*
347	armaldo	TRUE	B	*	4*
347	anorith	TRUE	C	*	1-2*
347	anorith	TRUE	D	*	1-2*
347	anorith	TRUE	E	*	2-3*
347	armaldo	TRUE	F	*	2-3*
349	milotic	TRUE	A	*	5*
349	milotic	TRUE	B	*	4*
349	feebas	TRUE	C	*	1-2*
349	feebas	TRUE	D	*	1-2*
349	feebas	TRUE	E	*	2-3*
349	milotic	TRUE	F	*	2-3*
351	castform	FALSE	A	*	5*
351	castform	FALSE	B	*	4*
351	castform	FALSE	C	*	1-2*
351	castform	FALSE	D	*	1-2*
351	castform	FALSE	E	*	2-3*
351	castform	FALSE	F	*	2-3*
352	kecleon	FALSE	A	*	5*
352	kecleon	FALSE	B	*	4*
352	kecleon	FALSE	C	*	1-2*
352	kecleon	FALSE	D	*	1-2*
352	kecleon	FALSE	E	*	2-3*
352	kecleon	FALSE	F	*	2-3*
353	banette	TRUE	A	*	5*
353	banette	TRUE	B	*	4*
353	shuppet	TRUE	C	*	1-2*
353	shuppet	TRUE	D	*	1-2*
353	shuppet	TRUE	E	*	2-3*
353	banette	TRUE	F	*	2-3*
355	dusknoir	TRUE	A	*	5*
355	dusclops	TRUE	B	*	4*
355	duskull	TRUE	C	*	1-2*
355	duskull	TRUE	D	*	1-2*
355	duskull	TRUE	E	*	2-3*
355	dusclops	TRUE	F	*	2-3*
357	tropius	FALSE	A	*	5*
357	tropius	FALSE	B	*	4*
357	tropius	FALSE	C	*	1-2*
357	tropius	FALSE	D	*	1-2*
357	tropius	FALSE	E	*	2-3*
357	tropius	FALSE	F	*	2-3*
358	chimecho	TRUE	A	*	5*
358	chimecho	TRUE	B	*	4*
358	chingling	TRUE	C	*	1-2*
358	chingling	TRUE	D	*	1-2*
358	chingling	TRUE	E	*	2-3*
358	chimecho	TRUE	F	*	2-3*
359	absol	FALSE	A	*	5*
359	absol	FALSE	B	*	4*
359	absol	FALSE	C	*	1-2*
359	absol	FALSE	D	*	1-2*
359	absol	FALSE	E	*	2-3*
359	absol	FALSE	F	*	2-3*
361	froslass	FALSE	A	@	5*
361	glalie	FALSE	B	@	5*
361	snorunt	FALSE	C	@	1-2*
361	snorunt	FALSE	D	@	1-2*
361	snorunt	FALSE	E	@	3-4*
361	snorunt	FALSE	F	@	3-4*
363	walrein	TRUE	A	*	5*
363	sealeo	TRUE	B	*	4*
363	spheal	TRUE	C	*	1-2*
363	spheal	TRUE	D	*	1-2*
363	spheal	TRUE	E	*	2-3*
363	sealeo	TRUE	F	*	2-3*
366	gorebyss	FALSE	A	@	5*
366	huntail	FALSE	B	@	5*
366	clamperl	FALSE	C	@	1-2*
366	clamperl	FALSE	D	@	1-2*
366	clamperl	FALSE	E	@	3-4*
366	clamperl	FALSE	F	@	3-4*
369	relicanth	FALSE	A	*	5*
369	relicanth	FALSE	B	*	4*
369	relicanth	FALSE	C	*	1-2*
369	relicanth	FALSE	D	*	1-2*
369	relicanth	FALSE	E	*	2-3*
369	relicanth	FALSE	F	*	2-3*
370	luvdisc	FALSE	A	*	5*
370	luvdisc	FALSE	B	*	4*
370	luvdisc	FALSE	C	*	1-2*
370	luvdisc	FALSE	D	*	1-2*
370	luvdisc	FALSE	E	*	2-3*
370	luvdisc	FALSE	F	*	2-3*
371	salamence	TRUE	A	*	5*
371	shelgon	TRUE	B	*	4*
371	bagon	TRUE	C	*	1-2*
371	bagon	TRUE	D	*	1-2*
371	bagon	TRUE	E	*	2-3*
371	shelgon	TRUE	F	*	2-3*
374	metagross	TRUE	A	*	5*
374	metang	TRUE	B	*	4*
374	beldum	TRUE	C	*	1-2*
374	beldum	TRUE	D	*	1-2*
374	beldum	TRUE	E	*	2-3*
374	metang	TRUE	F	*	2-3*
377	regirock	FALSE	A	*	5*
377	regirock	FALSE	B	*	4*
377	regirock	FALSE	C	*	1-2*
377	regirock	FALSE	D	*	1-2*
377	regirock	FALSE	E	*	2-3*
377	regirock	FALSE	F	*	2-3*
378	regice	FALSE	A	*	5*
378	regice	FALSE	B	*	4*
378	regice	FALSE	C	*	1-2*
378	regice	FALSE	D	*	1-2*
378	regice	FALSE	E	*	2-3*
378	regice	FALSE	F	*	2-3*
379	registeel	FALSE	A	*	5*
379	registeel	FALSE	B	*	4*
379	registeel	FALSE	C	*	1-2*
379	registeel	FALSE	D	*	1-2*
379	registeel	FALSE	E	*	2-3*
379	registeel	FALSE	F	*	2-3*
380	latias	FALSE	A	*	5*
380	latias	FALSE	B	*	4*
380	latias	FALSE	C	*	1-2*
380	latias	FALSE	D	*	1-2*
380	latias	FALSE	E	*	2-3*
380	latias	FALSE	F	*	2-3*
381	latios	FALSE	A	*	5*
381	latios	FALSE	B	*	4*
381	latios	FALSE	C	*	1-2*
381	latios	FALSE	D	*	1-2*
381	latios	FALSE	E	*	2-3*
381	latios	FALSE	F	*	2-3*
382	kyogre	FALSE	A	*	5*
382	kyogre	FALSE	B	*	4*
382	kyogre	FALSE	C	*	1-2*
382	kyogre	FALSE	D	*	1-2*
382	kyogre	FALSE	E	*	2-3*
382	kyogre	FALSE	F	*	2-3*
383	groudon	FALSE	A	*	5*
383	groudon	FALSE	B	*	4*
383	groudon	FALSE	C	*	1-2*
383	groudon	FALSE	D	*	1-2*
383	groudon	FALSE	E	*	2-3*
383	groudon	FALSE	F	*	2-3*
384	rayquaza	FALSE	A	*	5*
384	rayquaza	FALSE	B	*	4*
384	rayquaza	FALSE	C	*	1-2*
384	rayquaza	FALSE	D	*	1-2*
384	rayquaza	FALSE	E	*	2-3*
384	rayquaza	FALSE	F	*	2-3*
385	jirachi	FALSE	A	*	5*
385	jirachi	FALSE	B	*	4*
385	jirachi	FALSE	C	*	1-2*
385	jirachi	FALSE	D	*	1-2*
385	jirachi	FALSE	E	*	2-3*
385	jirachi	FALSE	F	*	2-3*
386	deoxys	FALSE	A	*	5*
386	deoxys	FALSE	B	*	4*
386	deoxys	FALSE	C	*	1-2*
386	deoxys	FALSE	D	*	1-2*
386	deoxys	FALSE	E	*	2-3*
386	deoxys	FALSE	F	*	2-3*
387	torterra	TRUE	A	*	5*
387	grotle	TRUE	B	*	4*
387	turtwig	TRUE	C	*	1-2*
387	turtwig	TRUE	D	*	1-2*
387	turtwig	TRUE	E	*	2-3*
387	grotle	TRUE	F	*	2-3*
390	infernape	TRUE	A	*	5*
390	monferno	TRUE	B	*	4*
390	chimchar	TRUE	C	*	1-2*
390	chimchar	TRUE	D	*	1-2*
390	chimchar	TRUE	E	*	2-3*
390	monferno	TRUE	F	*	2-3*
393	empoleon	TRUE	A	*	5*
393	prinplup	TRUE	B	*	4*
393	piplup	TRUE	C	*	1-2*
393	piplup	TRUE	D	*	1-2*
393	piplup	TRUE	E	*	2-3*
393	prinplup	TRUE	F	*	2-3*
396	staraptor	TRUE	A	*	5*
396	staravia	TRUE	B	*	4*
396	starly	TRUE	C	*	1-2*
396	starly	TRUE	D	*	1-2*
396	starly	TRUE	E	*	2-3*
396	staravia	TRUE	F	*	2-3*
399	bibarel	TRUE	A	*	5*
399	bibarel	TRUE	B	*	4*
399	bidoof	TRUE	C	*	1-2*
399	bidoof	TRUE	D	*	1-2*
399	bidoof	TRUE	E	*	2-3*
399	bibarel	TRUE	F	*	2-3*
401	kricketune	TRUE	A	*	5*
401	kricketune	TRUE	B	*	4*
401	kricketot	TRUE	C	*	1-2*
401	kricketot	TRUE	D	*	1-2*
401	kricketot	TRUE	E	*	2-3*
401	kricketune	TRUE	F	*	2-3*
403	luxray	TRUE	A	*	5*
403	luxio	TRUE	B	*	4*
403	shinx	TRUE	C	*	1-2*
403	shinx	TRUE	D	*	1-2*
403	shinx	TRUE	E	*	2-3*
403	luxio	TRUE	F	*	2-3*
408	rampardos	TRUE	A	*	5*
408	rampardos	TRUE	B	*	4*
408	cranidos	TRUE	C	*	1-2*
408	cranidos	TRUE	D	*	1-2*
408	cranidos	TRUE	E	*	2-3*
408	rampardos	TRUE	F	*	2-3*
410	bastiodon	TRUE	A	*	5*
410	bastiodon	TRUE	B	*	4*
410	shieldon	TRUE	C	*	1-2*
410	shieldon	TRUE	D	*	1-2*
410	shieldon	TRUE	E	*	2-3*
410	bastiodon	TRUE	F	*	2-3*
412	mothim	FALSE	A	@	5*
412	wormadam	FALSE	B	@	5*
412	burmy	FALSE	C	@	1-2*
412	burmy	FALSE	D	@	1-2*
412	burmy	FALSE	E	@	3-4*
412	burmy	FALSE	F	@	3-4*
415	vespiquen	TRUE	A	*	5*
415	vespiquen	TRUE	B	*	4*
415	combee	TRUE	C	*	1-2*
415	combee	TRUE	D	*	1-2*
415	combee	TRUE	E	*	2-3*
415	vespiquen	TRUE	F	*	2-3*
417	pachirisu	FALSE	A	*	5*
417	pachirisu	FALSE	B	*	4*
417	pachirisu	FALSE	C	*	1-2*
417	pachirisu	FALSE	D	*	1-2*
417	pachirisu	FALSE	E	*	2-3*
417	pachirisu	FALSE	F	*	2-3*
418	floatzel	TRUE	A	*	5*
418	floatzel	TRUE	B	*	4*
418	buizel	TRUE	C	*	1-2*
418	buizel	TRUE	D	*	1-2*
418	buizel	TRUE	E	*	2-3*
418	floatzel	TRUE	F	*	2-3*
420	cherrim	TRUE	A	*	5*
420	cherrim	TRUE	B	*	4*
420	cherubi	TRUE	C	*	1-2*
420	cherubi	TRUE	D	*	1-2*
420	cherubi	TRUE	E	*	2-3*
420	cherrim	TRUE	F	*	2-3*
422	gastrodon	TRUE	A	*	5*
422	gastrodon	TRUE	B	*	4*
422	shellos	TRUE	C	*	1-2*
422	shellos	TRUE	D	*	1-2*
422	shellos	TRUE	E	*	2-3*
422	gastrodon	TRUE	F	*	2-3*
425	drifblim	TRUE	A	*	5*
425	drifblim	TRUE	B	*	4*
425	drifloon	TRUE	C	*	1-2*
425	drifloon	TRUE	D	*	1-2*
425	drifloon	TRUE	E	*	2-3*
425	drifblim	TRUE	F	*	2-3*
427	lopunny	TRUE	A	*	5*
427	lopunny	TRUE	B	*	4*
427	buneary	TRUE	C	*	1-2*
427	buneary	TRUE	D	*	1-2*
427	buneary	TRUE	E	*	2-3*
427	lopunny	TRUE	F	*	2-3*
431	purugly	TRUE	A	*	5*
431	purugly	TRUE	B	*	4*
431	glameow	TRUE	C	*	1-2*
431	glameow	TRUE	D	*	1-2*
431	glameow	TRUE	E	*	2-3*
431	purugly	TRUE	F	*	2-3*
434	skuntank	TRUE	A	*	5*
434	skuntank	TRUE	B	*	4*
434	stunky	TRUE	C	*	1-2*
434	stunky	TRUE	D	*	1-2*
434	stunky	TRUE	E	*	2-3*
434	skuntank	TRUE	F	*	2-3*
436	bronzong	TRUE	A	*	5*
436	bronzong	TRUE	B	*	4*
436	bronzor	TRUE	C	*	1-2*
436	bronzor	TRUE	D	*	1-2*
436	bronzor	TRUE	E	*	2-3*
436	bronzong	TRUE	F	*	2-3*
441	chatot	FALSE	A	*	5*
441	chatot	FALSE	B	*	4*
441	chatot	FALSE	C	*	1-2*
441	chatot	FALSE	D	*	1-2*
441	chatot	FALSE	E	*	2-3*
441	chatot	FALSE	F	*	2-3*
442	spiritomb	FALSE	A	*	5*
442	spiritomb	FALSE	B	*	4*
442	spiritomb	FALSE	C	*	1-2*
442	spiritomb	FALSE	D	*	1-2*
442	spiritomb	FALSE	E	*	2-3*
442	spiritomb	FALSE	F	*	2-3*
443	garchomp	TRUE	A	*	5*
443	gabite	TRUE	B	*	4*
443	gible	TRUE	C	*	1-2*
443	gible	TRUE	D	*	1-2*
443	gible	TRUE	E	*	2-3*
443	gabite	TRUE	F	*	2-3*
447	lucario	TRUE	A	*	5*
447	lucario	TRUE	B	*	4*
447	riolu	TRUE	C	*	1-2*
447	riolu	TRUE	D	*	1-2*
447	riolu	TRUE	E	*	2-3*
447	lucario	TRUE	F	*	2-3*
449	hippowdon	TRUE	A	*	5*
449	hippowdon	TRUE	B	*	4*
449	hippopotas	TRUE	C	*	1-2*
449	hippopotas	TRUE	D	*	1-2*
449	hippopotas	TRUE	E	*	2-3*
449	hippowdon	TRUE	F	*	2-3*
451	drapion	TRUE	A	*	5*
451	drapion	TRUE	B	*	4*
451	skorupi	TRUE	C	*	1-2*
451	skorupi	TRUE	D	*	1-2*
451	skorupi	TRUE	E	*	2-3*
451	drapion	TRUE	F	*	2-3*
453	toxicroak	TRUE	A	*	5*
453	toxicroak	TRUE	B	*	4*
453	croagunk	TRUE	C	*	1-2*
453	croagunk	TRUE	D	*	1-2*
453	croagunk	TRUE	E	*	2-3*
453	toxicroak	TRUE	F	*	2-3*
455	carnivine	FALSE	A	*	5*
455	carnivine	FALSE	B	*	4*
455	carnivine	FALSE	C	*	1-2*
455	carnivine	FALSE	D	*	1-2*
455	carnivine	FALSE	E	*	2-3*
455	carnivine	FALSE	F	*	2-3*
456	lumineon	TRUE	A	*	5*
456	lumineon	TRUE	B	*	4*
456	finneon	TRUE	C	*	1-2*
456	finneon	TRUE	D	*	1-2*
456	finneon	TRUE	E	*	2-3*
456	lumineon	TRUE	F	*	2-3*
459	abomasnow	TRUE	A	*	5*
459	abomasnow	TRUE	B	*	4*
459	snover	TRUE	C	*	1-2*
459	snover	TRUE	D	*	1-2*
459	snover	TRUE	E	*	2-3*
459	abomasnow	TRUE	F	*	2-3*
479	rotom	FALSE	A	*	5*
479	rotom	FALSE	B	*	4*
